Данные по сигналу  Температура нефти ИЛ №1 (град. С):,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
Дата: с 21.12.2017 по 25.12.2018 23:59:59,,,,,,
Время,Значение,Качество,,,,
2018-01-04 16:00:00,15.498397827148438,Хорошее,,,,
2018-01-04 17:00:00,15.486099243164062,Хорошее,,,,
2018-01-04 18:00:00,15.590644836425781,Хорошее,,,,
2018-01-04 19:00:00,15.590644836425781,Хорошее,,,,
2018-01-04 20:00:00,15.584495544433594,Хорошее,,,,
2018-01-04 21:00:00,15.578346252441406,Хорошее,,,,
2018-01-04 22:00:00,15.566047668457031,Хорошее,,,,
2018-01-04 23:00:00,15.559898376464844,Хорошее,,,,
2018-01-05 00:00:00,15.541450500488281,Хорошее,,,,
2018-01-05 01:00:00,15.516853332519531,Хорошее,,,,
2018-01-05 02:00:00,15.510704040527344,Хорошее,,,,
2018-01-05 03:00:00,15.510704040527344,Хорошее,,,,
2018-01-05 04:00:00,15.510704040527344,Хорошее,,,,
2018-01-05 05:00:00,15.510704040527344,Хорошее,,,,
2018-01-05 06:00:00,15.510704040527344,Хорошее,,,,
2018-01-05 07:00:00,15.510704040527344,Хорошее,,,,
2018-01-05 08:00:00,15.510704040527344,Хорошее,,,,
2018-01-05 09:00:00,15.504554748535156,Хорошее,,,,
2018-01-05 10:00:00,15.49224853515625,Хорошее,,,,
2018-01-05 11:00:00,15.498397827148438,Хорошее,,,,
2018-01-05 12:00:00,15.504554748535156,Хорошее,,,,
2018-01-05 13:00:00,15.498397827148438,Хорошее,,,,
2018-01-05 14:00:00,15.473800659179688,Хорошее,,,,
2018-01-05 15:00:00,15.473800659179688,Хорошее,,,,
2018-01-05 16:00:00,15.473800659179688,Хорошее,,,,
2018-01-05 17:00:00,15.4676513671875,Хорошее,,,,
2018-01-05 18:00:00,15.461502075195312,Хорошее,,,,
2018-01-05 19:00:00,15.461502075195312,Хорошее,,,,
2018-01-05 20:00:00,15.449203491210938,Хорошее,,,,
2018-01-05 21:00:00,15.455352783203125,Хорошее,,,,
2018-01-05 22:00:00,15.461502075195312,Хорошее,,,,
2018-01-05 23:00:00,15.461502075195312,Хорошее,,,,
2018-01-06 00:00:00,15.461502075195312,Хорошее,,,,
2018-01-06 01:00:00,15.455352783203125,Хорошее,,,,
2018-01-06 02:00:00,15.449203491210938,Хорошее,,,,
2018-01-06 03:00:00,15.430755615234375,Хорошее,,,,
2018-01-06 04:00:00,15.436904907226562,Хорошее,,,,
2018-01-06 05:00:00,15.44305419921875,Хорошее,,,,
2018-01-06 06:00:00,15.449203491210938,Хорошее,,,,
2018-01-06 07:00:00,15.449203491210938,Хорошее,,,,
2018-01-06 08:00:00,15.455352783203125,Хорошее,,,,
2018-01-06 09:00:00,15.436904907226562,Хорошее,,,,
2018-01-06 10:00:00,15.430755615234375,Хорошее,,,,
2018-01-06 11:00:00,15.387710571289062,Хорошее,,,,
2018-01-06 12:00:00,15.41845703125,Хорошее,,,,
2018-01-06 13:00:00,15.41845703125,Хорошее,,,,
2018-01-06 14:00:00,15.406158447265625,Хорошее,,,,
2018-01-06 15:00:00,15.381561279296875,Хорошее,,,,
2018-01-06 16:00:00,15.375411987304688,Хорошее,,,,
2018-01-06 17:00:00,15.381561279296875,Хорошее,,,,
2018-01-06 18:00:00,15.375411987304688,Хорошее,,,,
2018-01-06 19:00:00,15.375411987304688,Хорошее,,,,
2018-01-06 20:00:00,15.375411987304688,Хорошее,,,,
2018-01-06 21:00:00,15.375411987304688,Хорошее,,,,
2018-01-06 22:00:00,15.387710571289062,Хорошее,,,,
2018-01-06 23:00:00,15.39385986328125,Хорошее,,,,
2018-01-07 00:00:00,15.381561279296875,Хорошее,,,,
2018-01-07 01:00:00,15.363113403320312,Хорошее,,,,
2018-01-07 02:00:00,15.34466552734375,Хорошее,,,,
2018-01-07 03:00:00,15.350814819335938,Хорошее,,,,
2018-01-07 04:00:00,15.350814819335938,Хорошее,,,,
2018-01-07 05:00:00,15.356964111328125,Хорошее,,,,
2018-01-07 06:00:00,15.356964111328125,Хорошее,,,,
2018-01-07 07:00:00,15.356964111328125,Хорошее,,,,
2018-01-07 08:00:00,15.34466552734375,Хорошее,,,,
2018-01-07 09:00:00,15.307769775390625,Хорошее,,,,
2018-01-07 10:00:00,15.307769775390625,Хорошее,,,,
2018-01-07 11:00:00,15.326217651367188,Хорошее,,,,
2018-01-07 12:00:00,15.301620483398438,Хорошее,,,,
2018-01-07 13:00:00,15.29547119140625,Хорошее,,,,
2018-01-07 14:00:00,15.283172607421875,Хорошее,,,,
2018-01-07 15:00:00,15.283172607421875,Хорошее,,,,
2018-01-07 16:00:00,15.283172607421875,Хорошее,,,,
2018-01-07 17:00:00,15.283172607421875,Хорошее,,,,
2018-01-07 18:00:00,15.277023315429688,Хорошее,,,,
2018-01-07 19:00:00,15.2708740234375,Хорошее,,,,
2018-01-07 20:00:00,15.307769775390625,Хорошее,,,,
2018-01-07 21:00:00,15.29547119140625,Хорошее,,,,
2018-01-07 22:00:00,15.29547119140625,Хорошее,,,,
2018-01-07 23:00:00,15.29547119140625,Хорошее,,,,
2018-01-08 00:00:00,15.29547119140625,Хорошее,,,,
2018-01-08 01:00:00,15.283172607421875,Хорошее,,,,
2018-01-08 02:00:00,15.283172607421875,Хорошее,,,,
2018-01-08 03:00:00,15.301620483398438,Хорошее,,,,
2018-01-08 04:00:00,15.307769775390625,Хорошее,,,,
2018-01-08 05:00:00,15.307769775390625,Хорошее,,,,
2018-01-08 06:00:00,15.29547119140625,Хорошее,,,,
2018-01-08 07:00:00,15.283172607421875,Хорошее,,,,
2018-01-08 08:00:00,15.258575439453125,Хорошее,,,,
2018-01-08 09:00:00,15.252426147460938,Хорошее,,,,
2018-01-08 10:00:00,15.227828979492188,Хорошее,,,,
2018-01-08 11:00:00,15.227828979492188,Хорошее,,,,
2018-01-08 12:00:00,15.227828979492188,Хорошее,,,,
2018-01-08 13:00:00,15.227828979492188,Хорошее,,,,
2018-01-08 14:00:00,15.209381103515625,Хорошее,,,,
2018-01-08 15:00:00,15.209381103515625,Хорошее,,,,
2018-01-08 16:00:00,15.154037475585938,Хорошее,,,,
2018-01-08 17:00:00,15.14788818359375,Хорошее,,,,
2018-01-08 18:00:00,15.154037475585938,Хорошее,,,,
2018-01-08 19:00:00,15.154037475585938,Хорошее,,,,
2018-01-08 20:00:00,15.14788818359375,Хорошее,,,,
2018-01-08 21:00:00,15.14788818359375,Хорошее,,,,
2018-01-08 22:00:00,15.14788818359375,Хорошее,,,,
2018-01-08 23:00:00,15.14788818359375,Хорошее,,,,
2018-01-09 00:00:00,15.14788818359375,Хорошее,,,,
2018-01-09 01:00:00,15.14788818359375,Хорошее,,,,
2018-01-09 02:00:00,15.14788818359375,Хорошее,,,,
2018-01-09 03:00:00,15.14788818359375,Хорошее,,,,
2018-01-09 04:00:00,15.14788818359375,Хорошее,,,,
2018-01-09 05:00:00,15.14788818359375,Хорошее,,,,
2018-01-09 06:00:00,15.135589599609375,Хорошее,,,,
2018-01-09 07:00:00,15.09869384765625,Хорошее,,,,
2018-01-09 08:00:00,15.092544555664062,Хорошее,,,,
2018-01-09 09:00:00,15.086395263671875,Хорошее,,,,
2018-01-09 10:00:00,15.080245971679688,Хорошее,,,,
2018-01-09 11:00:00,15.092544555664062,Хорошее,,,,
2018-01-09 12:00:00,15.080245971679688,Хорошее,,,,
2018-01-09 13:00:00,15.09869384765625,Хорошее,,,,
2018-01-09 14:00:00,15.092544555664062,Хорошее,,,,
2018-01-09 15:00:00,15.086395263671875,Хорошее,,,,
2018-01-09 16:00:00,15.080245971679688,Хорошее,,,,
2018-01-09 17:00:00,15.0740966796875,Хорошее,,,,
2018-01-09 18:00:00,15.080245971679688,Хорошее,,,,
2018-01-09 19:00:00,15.0740966796875,Хорошее,,,,
2018-01-09 20:00:00,15.0740966796875,Хорошее,,,,
2018-01-09 21:00:00,15.0740966796875,Хорошее,,,,
2018-01-09 22:00:00,15.0740966796875,Хорошее,,,,
2018-01-09 23:00:00,15.061790466308594,Хорошее,,,,
2018-01-10 00:00:00,15.043342590332031,Хорошее,,,,
2018-01-10 01:00:00,15.006446838378906,Хорошее,,,,
2018-01-10 02:00:00,15.018745422363281,Хорошее,,,,
2018-01-10 03:00:00,15.006446838378906,Хорошее,,,,
2018-01-10 04:00:00,15.000297546386719,Хорошее,,,,
2018-01-10 05:00:00,15.000297546386719,Хорошее,,,,
2018-01-10 06:00:00,15.006446838378906,Хорошее,,,,
2018-01-10 07:00:00,15.006446838378906,Хорошее,,,,
2018-01-10 08:00:00,15.0740966796875,Хорошее,,,,
2018-01-10 09:00:00,13.284618377685547,Хорошее,,,,
2018-01-10 10:00:00,15.0740966796875,Хорошее,,,,
2018-01-10 11:00:00,14.981849670410156,Хорошее,,,,
2018-01-10 12:00:00,15.000297546386719,Хорошее,,,,
2018-01-10 13:00:00,14.698982238769531,Хорошее,,,,
2018-01-10 14:00:00,14.705131530761719,Хорошее,,,,
2018-01-10 15:00:00,14.102485656738281,Хорошее,,,,
2018-01-10 16:00:00,14.778923034667969,Хорошее,,,,
2018-01-10 17:00:00,15.006446838378906,Хорошее,,,,
2018-01-10 18:00:00,15.012596130371094,Хорошее,,,,
2018-01-10 19:00:00,14.821968078613281,Хорошее,,,,
2018-01-10 20:00:00,14.791221618652344,Хорошее,,,,
2018-01-10 21:00:00,14.815818786621094,Хорошее,,,,
2018-01-10 22:00:00,14.778923034667969,Хорошее,,,,
2018-01-10 23:00:00,14.858863830566406,Хорошее,,,,
2018-01-11 00:00:00,14.723579406738281,Хорошее,,,,
2018-01-11 01:00:00,14.557540893554688,Хорошее,,,,
2018-01-11 02:00:00,14.754325866699219,Хорошее,,,,
2018-01-11 03:00:00,15.006446838378906,Хорошее,,,,
2018-01-11 04:00:00,15.006446838378906,Хорошее,,,,
2018-01-11 05:00:00,15.012596130371094,Хорошее,,,,
2018-01-11 06:00:00,15.000297546386719,Хорошее,,,,
2018-01-11 07:00:00,15.000297546386719,Хорошее,,,,
2018-01-11 08:00:00,15.1724853515625,Хорошее,,,,
2018-01-11 09:00:00,15.154037475585938,Хорошее,,,,
2018-01-11 10:00:00,15.209381103515625,Хорошее,,,,
2018-01-11 11:00:00,13.020195007324219,Хорошее,,,,
2018-01-11 12:00:00,12.915653228759766,Хорошее,,,,
2018-01-11 13:00:00,12.841861724853516,Хорошее,,,,
2018-01-11 14:00:00,12.380657196044922,Хорошее,,,,
2018-01-11 15:00:00,12.313011169433594,Хорошее,,,,
2018-01-11 16:00:00,12.165428161621094,Хорошее,,,,
2018-01-11 17:00:00,12.116230010986328,Хорошее,,,,
2018-01-11 18:00:00,12.017841339111328,Хорошее,,,,
2018-01-11 19:00:00,12.669677734375,Хорошее,,,,
2018-01-11 20:00:00,12.761917114257812,Хорошее,,,,
2018-01-11 21:00:00,13.364559173583984,Хорошее,,,,
2018-01-11 22:00:00,13.881111145019531,Хорошее,,,,
2018-01-11 23:00:00,13.954902648925781,Хорошее,,,,
2018-01-12 00:00:00,14.219329833984375,Хорошее,,,,
2018-01-12 01:00:00,14.2562255859375,Хорошее,,,,
2018-01-12 02:00:00,14.262374877929688,Хорошее,,,,
2018-01-12 03:00:00,14.28082275390625,Хорошее,,,,
2018-01-12 04:00:00,14.268524169921875,Хорошее,,,,
2018-01-12 05:00:00,14.286972045898438,Хорошее,,,,
2018-01-12 06:00:00,14.336166381835938,Хорошее,,,,
2018-01-12 07:00:00,14.262374877929688,Хорошее,,,,
2018-01-12 08:00:00,14.932655334472656,Хорошее,,,,
2018-01-12 09:00:00,14.711280822753906,Хорошее,,,,
2018-01-12 10:00:00,14.409957885742188,Хорошее,,,,
2018-01-12 11:00:00,14.127082824707031,Хорошее,,,,
2018-01-12 12:00:00,14.028694152832031,Хорошее,,,,
2018-01-12 13:00:00,14.034843444824219,Хорошее,,,,
2018-01-12 14:00:00,13.887260437011719,Хорошее,,,,
2018-01-12 15:00:00,13.961051940917969,Хорошее,,,,
2018-01-12 16:00:00,13.967201232910156,Хорошее,,,,
2018-01-12 17:00:00,13.74582290649414,Хорошее,,,,
2018-01-12 18:00:00,13.807315826416016,Хорошее,,,,
2018-01-12 19:00:00,14.034843444824219,Хорошее,,,,
2018-01-12 20:00:00,14.040992736816406,Хорошее,,,,
2018-01-12 21:00:00,14.077888488769531,Хорошее,,,,
2018-01-12 22:00:00,14.637489318847656,Хорошее,,,,
2018-01-12 23:00:00,14.785072326660156,Хорошее,,,,
2018-01-13 00:00:00,14.852714538574219,Хорошее,,,,
2018-01-13 01:00:00,14.920356750488281,Хорошее,,,,
2018-01-13 02:00:00,14.951103210449219,Хорошее,,,,
2018-01-13 03:00:00,15.086395263671875,Хорошее,,,,
2018-01-13 04:00:00,15.080245971679688,Хорошее,,,,
2018-01-13 05:00:00,15.154037475585938,Хорошее,,,,
2018-01-13 06:00:00,15.178634643554688,Хорошее,,,,
2018-01-13 07:00:00,15.307769775390625,Хорошее,,,,
2018-01-13 08:00:00,15.39385986328125,Хорошее,,,,
2018-01-13 09:00:00,15.49224853515625,Хорошее,,,,
2018-01-13 10:00:00,15.566047668457031,Хорошее,,,,
2018-01-13 11:00:00,15.670585632324219,Хорошее,,,,
2018-01-13 12:00:00,15.701332092285156,Хорошее,,,,
2018-01-13 13:00:00,15.756675720214844,Хорошее,,,,
2018-01-13 14:00:00,15.830467224121094,Хорошее,,,,
2018-01-13 15:00:00,14.416107177734375,Хорошее,,,,
2018-01-13 16:00:00,15.830467224121094,Хорошее,,,,
2018-01-13 17:00:00,16.205581665039062,Хорошее,,,,
2018-01-13 18:00:00,16.50690460205078,Хорошее,,,,
2018-01-13 19:00:00,16.445411682128906,Хорошее,,,,
2018-01-13 20:00:00,16.50690460205078,Хорошее,,,,
2018-01-13 21:00:00,16.500755310058594,Хорошее,,,,
2018-01-13 22:00:00,16.58069610595703,Хорошее,,,,
2018-01-13 23:00:00,16.58069610595703,Хорошее,,,,
2018-01-14 00:00:00,16.574546813964844,Хорошее,,,,
2018-01-14 01:00:00,16.58069610595703,Хорошее,,,,
2018-01-14 02:00:00,16.58069610595703,Хорошее,,,,
2018-01-14 03:00:00,16.65448760986328,Хорошее,,,,
2018-01-14 04:00:00,16.65448760986328,Хорошее,,,,
2018-01-14 05:00:00,16.66063690185547,Хорошее,,,,
2018-01-14 06:00:00,16.72827911376953,Хорошее,,,,
2018-01-14 07:00:00,16.73442840576172,Хорошее,,,,
2018-01-14 08:00:00,16.73442840576172,Хорошее,,,,
2018-01-14 09:00:00,16.814369201660156,Хорошее,,,,
2018-01-14 10:00:00,16.88201904296875,Хорошее,,,,
2018-01-14 11:00:00,16.80207061767578,Хорошее,,,,
2018-01-14 12:00:00,16.949661254882812,Хорошее,,,,
2018-01-14 13:00:00,16.968109130859375,Хорошее,,,,
2018-01-14 14:00:00,16.961959838867188,Хорошее,,,,
2018-01-14 15:00:00,16.992706298828125,Хорошее,,,,
2018-01-14 16:00:00,17.023452758789062,Хорошее,,,,
2018-01-14 17:00:00,17.023452758789062,Хорошее,,,,
2018-01-14 18:00:00,16.65448760986328,Хорошее,,,,
2018-01-14 19:00:00,16.65448760986328,Хорошее,,,,
2018-01-14 20:00:00,17.38011932373047,Хорошее,,,,
2018-01-14 21:00:00,17.441612243652344,Хорошее,,,,
2018-01-14 22:00:00,17.460060119628906,Хорошее,,,,
2018-01-14 23:00:00,17.25713348388672,Хорошее,,,,
2018-01-15 00:00:00,17.22637939453125,Хорошее,,,,
2018-01-15 01:00:00,17.2509765625,Хорошее,,,,
2018-01-15 02:00:00,17.2509765625,Хорошее,,,,
2018-01-15 03:00:00,17.25713348388672,Хорошее,,,,
2018-01-15 04:00:00,17.269432067871094,Хорошее,,,,
2018-01-15 05:00:00,17.30017852783203,Хорошее,,,,
2018-01-15 06:00:00,17.30017852783203,Хорошее,,,,
2018-01-15 07:00:00,17.30017852783203,Хорошее,,,,
2018-01-15 08:00:00,17.312477111816406,Хорошее,,,,
2018-01-15 09:00:00,16.58069610595703,Хорошее,,,,
2018-01-15 10:00:00,12.915653228759766,Хорошее,,,,
2018-01-15 11:00:00,12.41140365600586,Хорошее,,,,
2018-01-15 12:00:00,12.479045867919922,Хорошее,,,,
2018-01-15 13:00:00,17.25713348388672,Хорошее,,,,
2018-01-15 14:00:00,17.25713348388672,Хорошее,,,,
2018-01-15 15:00:00,17.47235870361328,Хорошее,,,,
2018-01-15 16:00:00,13.143180847167969,Хорошее,,,,
2018-01-15 17:00:00,12.657379150390625,Хорошее,,,,
2018-01-15 18:00:00,12.245368957519531,Хорошее,,,,
2018-01-15 19:00:00,12.11008071899414,Хорошее,,,,
2018-01-15 20:00:00,11.956348419189453,Хорошее,,,,
2018-01-15 21:00:00,11.98709487915039,Хорошее,,,,
2018-01-15 22:00:00,11.24301528930664,Хорошее,,,,
2018-01-15 23:00:00,11.126178741455078,Хорошее,,,,
2018-01-16 00:00:00,11.058536529541016,Хорошее,,,,
2018-01-16 01:00:00,10.966293334960938,Хорошее,,,,
2018-01-16 02:00:00,11.575084686279297,Хорошее,,,,
2018-01-16 03:00:00,11.347557067871094,Хорошее,,,,
2018-01-16 04:00:00,11.199970245361328,Хорошее,,,,
2018-01-16 05:00:00,11.150775909423828,Хорошее,,,,
2018-01-16 06:00:00,11.138477325439453,Хорошее,,,,
2018-01-16 07:00:00,11.058536529541016,Хорошее,,,,
2018-01-16 08:00:00,11.54433822631836,Хорошее,,,,
2018-01-16 09:00:00,11.49514389038086,Хорошее,,,,
2018-01-16 10:00:00,11.734970092773438,Хорошее,,,,
2018-01-16 11:00:00,12.306861877441406,Хорошее,,,,
2018-01-16 12:00:00,13.155479431152344,Хорошее,,,,
2018-01-16 13:00:00,13.5859375,Хорошее,,,,
2018-01-16 14:00:00,12.103931427001953,Хорошее,,,,
2018-01-16 15:00:00,10.849456787109375,Хорошее,,,,
2018-01-16 16:00:00,9.269058227539062,Хорошее,,,,
2018-01-16 17:00:00,8.143718719482422,Хорошее,,,,
2018-01-16 18:00:00,6.901542663574219,Хорошее,,,,
2018-01-16 19:00:00,5.831546783447266,Хорошее,,,,
2018-01-16 20:00:00,4.343391418457031,Хорошее,,,,
2018-01-16 21:00:00,11.064685821533203,Хорошее,,,,
2018-01-16 22:00:00,8.365097045898438,Хорошее,,,,
2018-01-16 23:00:00,7.332000732421875,Хорошее,,,,
2018-01-17 00:00:00,6.729358673095703,Хорошее,,,,
2018-01-17 01:00:00,6.409587860107422,Хорошее,,,,
2018-01-17 02:00:00,13.069389343261719,Хорошее,,,,
2018-01-17 03:00:00,12.76806640625,Хорошее,,,,
2018-01-17 04:00:00,12.528240203857422,Хорошее,,,,
2018-01-17 05:00:00,12.479045867919922,Хорошее,,,,
2018-01-17 06:00:00,12.392955780029297,Хорошее,,,,
2018-01-17 07:00:00,12.313011169433594,Хорошее,,,,
2018-01-17 08:00:00,12.319160461425781,Хорошее,,,,
2018-01-17 09:00:00,12.319160461425781,Хорошее,,,,
2018-01-17 10:00:00,12.313011169433594,Хорошее,,,,
2018-01-17 11:00:00,12.319160461425781,Хорошее,,,,
2018-01-17 12:00:00,12.374507904052734,Хорошее,,,,
2018-01-17 13:00:00,12.36220932006836,Хорошее,,,,
2018-01-17 14:00:00,12.343761444091797,Хорошее,,,,
2018-01-17 15:00:00,12.405254364013672,Хорошее,,,,
2018-01-17 16:00:00,12.405254364013672,Хорошее,,,,
2018-01-17 17:00:00,12.392955780029297,Хорошее,,,,
2018-01-17 18:00:00,12.374507904052734,Хорошее,,,,
2018-01-17 19:00:00,12.380657196044922,Хорошее,,,,
2018-01-17 20:00:00,12.374507904052734,Хорошее,,,,
2018-01-17 21:00:00,12.454448699951172,Хорошее,,,,
2018-01-17 22:00:00,12.46059799194336,Хорошее,,,,
2018-01-17 23:00:00,12.472896575927734,Хорошее,,,,
2018-01-18 00:00:00,12.46059799194336,Хорошее,,,,
2018-01-18 01:00:00,12.46059799194336,Хорошее,,,,
2018-01-18 02:00:00,12.466747283935547,Хорошее,,,,
2018-01-18 03:00:00,12.479045867919922,Хорошее,,,,
2018-01-18 04:00:00,12.497493743896484,Хорошее,,,,
2018-01-18 05:00:00,12.306861877441406,Хорошее,,,,
2018-01-18 06:00:00,12.392955780029297,Хорошее,,,,
2018-01-18 07:00:00,12.38680648803711,Хорошее,,,,
2018-01-18 08:00:00,12.368358612060547,Хорошее,,,,
2018-01-18 09:00:00,12.313011169433594,Хорошее,,,,
2018-01-18 10:00:00,12.306861877441406,Хорошее,,,,
2018-01-18 11:00:00,12.288414001464844,Хорошее,,,,
2018-01-18 12:00:00,12.313011169433594,Хорошее,,,,
2018-01-18 13:00:00,12.46059799194336,Хорошее,,,,
2018-01-18 14:00:00,12.442150115966797,Хорошее,,,,
2018-01-18 15:00:00,12.442150115966797,Хорошее,,,,
2018-01-18 16:00:00,12.448299407958984,Хорошее,,,,
2018-01-18 17:00:00,12.46059799194336,Хорошее,,,,
2018-01-18 18:00:00,12.46059799194336,Хорошее,,,,
2018-01-18 19:00:00,12.46059799194336,Хорошее,,,,
2018-01-18 20:00:00,12.46059799194336,Хорошее,,,,
2018-01-18 21:00:00,12.46059799194336,Хорошее,,,,
2018-01-18 22:00:00,12.46059799194336,Хорошее,,,,
2018-01-18 23:00:00,12.46059799194336,Хорошее,,,,
2018-01-19 00:00:00,12.466747283935547,Хорошее,,,,
2018-01-19 01:00:00,12.46059799194336,Хорошее,,,,
2018-01-19 02:00:00,12.46059799194336,Хорошее,,,,
2018-01-19 03:00:00,0,Хорошее,,,,
2018-01-19 04:00:00,12.46059799194336,Хорошее,,,,
2018-01-19 05:00:00,12.46059799194336,Хорошее,,,,
2018-01-19 06:00:00,12.46059799194336,Хорошее,,,,
2018-01-19 07:00:00,12.46059799194336,Хорошее,,,,
2018-01-19 08:00:00,12.466747283935547,Хорошее,,,,
2018-01-19 09:00:00,12.46059799194336,Хорошее,,,,
2018-01-19 10:00:00,12.46059799194336,Хорошее,,,,
2018-01-19 11:00:00,12.46059799194336,Хорошее,,,,
2018-01-19 12:00:00,12.46059799194336,Хорошее,,,,
2018-01-19 13:00:00,12.46059799194336,Хорошее,,,,
